rank_test_score,mean_test_score,std_test_score,params
12,0.8801713628667184,0.0033342957549660833,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 14, 'model__class_weight': 'balanced'}"
13,0.8790471802496743,0.0038450848902802787,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 14, 'model__class_weight': 'balanced'}"
14,0.8785460102455517,0.008584021802692231,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 13, 'model__class_weight': 'balanced'}"
15,0.877267986585856,0.006377868935700346,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 13, 'model__class_weight': 'balanced'}"
16,0.8767368135305759,0.014044657265455502,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 13, 'model__class_weight': 'balanced'}"
17,0.876479911111011,0.011521122319453339,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
18,0.8764673025286243,0.018176076219055197,"{'model__min_samples_split': 4, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
19,0.8764307497904287,0.011124707911568221,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 13, 'model__class_weight': 'balanced'}"
20,0.8758400409683906,0.0045529498289963,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
21,0.8757835175232213,0.003858200387514922,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 14, 'model__class_weight': 'balanced'}"
22,0.8756820480415559,0.005610018945941214,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
23,0.8747327868231881,0.00850158016150476,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 11, 'model__class_weight': 'balanced'}"
24,0.8744886808953934,0.004647433035303215,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
25,0.8737898127012418,0.013338099457025743,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 11, 'model__class_weight': 'balanced'}"
26,0.873754429099602,0.010218145153458353,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 13, 'model__class_weight': 'balanced'}"
27,0.8735707535787827,0.004803139717879721,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
28,0.8733147194337951,0.00840058756870039,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': 'balanced'}"
29,0.8722381990246504,0.004239290325094681,"{'model__min_samples_split': 4, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 11, 'model__class_weight': 'balanced'}"
30,0.870913015669361,0.006087595596255963,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 11, 'model__class_weight': 'balanced'}"
31,0.870302751926426,0.007133512895313996,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
32,0.8686346832206713,0.008424592793006216,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
33,0.865377756886317,0.014026540593131034,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 9, 'model__class_weight': 'balanced'}"
34,0.8653124095383656,0.007049991614241866,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
35,0.8648761783998135,0.009861649028427233,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 8, 'model__class_weight': 'balanced'}"
36,0.8647991463269706,0.017781106570963056,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 11, 'model__class_weight': 'balanced'}"
37,0.8636236569536961,0.012821057723542036,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
38,0.8632052240696572,0.011690833191215996,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 11, 'model__class_weight': 'balanced'}"
39,0.8626074158539204,0.015915862630537472,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
40,0.8622505596075477,0.009515167511349168,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 9, 'model__class_weight': 'balanced'}"
41,0.8596672555152738,0.00495431573249913,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 8, 'model__class_weight': 'balanced'}"
42,0.8591791910186268,0.015013367204893211,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 9, 'model__class_weight': 'balanced'}"
43,0.8579865995412843,0.017128270325301582,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
44,0.857924811071048,0.023699771561267582,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
45,0.8565389157275229,0.003551560654252187,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 8, 'model__class_weight': 'balanced'}"
46,0.8544302871210692,0.019740326823749186,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
47,0.8542315838474653,0.023252737104439442,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__class_weight': 'balanced'}"
48,0.8540871693194697,0.0185801292767258,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}"
49,0.853852018836897,0.017707920863175245,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
50,0.8538232199064794,0.015400965603494216,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
51,0.8534841652412432,0.024334892448258604,"{'model__min_samples_split': 4, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
52,0.853339998121821,0.026012021319869915,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 9, 'model__class_weight': 'balanced'}"
53,0.851539286097221,0.03740417666804566,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
54,0.8505357247957438,0.025260748481856252,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 8, 'model__class_weight': 'balanced'}"
55,0.8505196604423159,0.014638994520964248,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 9, 'model__class_weight': 'balanced'}"
56,0.8502838153810247,0.029465664673611315,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 8, 'model__class_weight': 'balanced'}"
57,0.8481394758193652,0.009585416402986005,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 9, 'model__class_weight': 'balanced'}"
58,0.8474356247437983,0.017313445530038562,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
59,0.8449366296025331,0.03143199499157932,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}"
60,0.8384898211634189,0.028396753812927396,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
61,0.8382429022660391,0.030889003066519805,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
62,0.8354377929239736,0.028401274529596066,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
63,0.8338208217071934,0.029722629960951274,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
64,0.8335309733979063,0.010696243438860597,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}"
65,0.8328905402384585,0.013897855801319752,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
66,0.8324130947077316,0.02279539970587127,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
67,0.8305782187922691,0.02239712080457406,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
68,0.8276886022131199,0.019828010120319383,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
69,0.8244220402160527,0.03374094363507054,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}"
70,0.8238004982801559,0.032898599255966894,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}"
71,0.8224938629303378,0.02843075136789297,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 7, 'model__class_weight': 'balanced'}"
72,0.8213822649925477,0.035878373556649336,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
73,0.8199529960797547,0.023873722832565215,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
74,0.8189498471476311,0.030750127336354773,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
75,0.8162717776775171,0.02584005836377921,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}"
76,0.8125471809670121,0.031547380727387546,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
77,0.8107060409989243,0.039082747304594316,"{'model__min_samples_split': 7, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
78,0.8100247081390928,0.039469283033739644,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
79,0.8089355319687289,0.03298197863591412,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
80,0.8049436207862458,0.04210950426871301,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
81,0.8017632504744355,0.026025060895483086,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
82,0.8010416599689414,0.06300263110347863,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
83,0.7981813751996187,0.02115209143005784,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
84,0.7977863264122844,0.03360378278169993,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
85,0.7973747045893227,0.04079150688779758,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
86,0.7913216856675536,0.05254171675663015,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
87,0.7898909147489287,0.011755276169408196,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
88,0.7874675659941774,0.027843536666982117,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
89,0.7870900369821421,0.032322506485381985,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
90,0.7800596553219951,0.023069180082623573,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
91,0.7792097609854405,0.028155289339718018,"{'model__min_samples_split': 3, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5, 'model__class_weight': 'balanced'}"
92,0.7774295263801677,0.04806938107792787,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
93,0.7765302628214091,0.024150398809189424,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
94,0.7740597830060132,0.024905087841750162,"{'model__min_samples_split': 4, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
95,0.770123538071606,0.12928596815422677,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
96,0.7674532112984743,0.13717431750635958,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
97,0.7584824279749969,0.01292057904084875,"{'model__min_samples_split': 9, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
98,0.7479917610375034,0.12737427300855989,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}"
99,0.733215791885543,0.1133406209725784,"{'model__min_samples_split': 8, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
100,0.6711088063599308,0.12351216086852428,"{'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 3, 'model__class_weight': 'balanced'}"
